OECD_Research_Area,Year_Range,Tech_Level,TRLxAdoption,Impact,Technology_Name,Tech_Count
Engineering and Technology,3-5 years,TECH_LEVEL_3,TRL 7-8 Innovators,61.031,Adaptive Robotic Walking Shoes; Agrivoltaic irrigation system; Airborne wind turbine; All-liquid metal battery; Ammonia engine; Autonomous deep ocean mining robots; Balloon-based cloud seeding; Bio-electronic Pavement Energy Harvesting Matrix; Ca-Sb liquid metal battery; Circular Economy Agrivoltaic Bioconversion System; Cryogenic hydrogen compression; Cryogenic hydrogen storage; Cultured meat bioprocess scaleup; Digital twin of organ; Electric body armor; Electrostatic fog harvesting arrays; Flexible perovskite-silicon PV; Gene-engineered Photosynthetic Enhancement Agrivoltaics; Holograms for solar cells; Hydrogen Internal Combustion Engine Vehicle; Hyper-velocity missile; Hypersonic cruise missile; Iron-oxide hydrogen storage; Jetpack; Magnetic levitation wind turbine; Metal Hydride Hydrogen Compressor; Metamaterial plasmonic superlens; Mg-Sb liquid metal battery; Optogenetic photoswitchable Protein; Oxygen combustion carbon capture; Piezoelectric floor tile; Pulsed inductive thruster; Quantum entanglement pollution detector; Ram accelarator; Reporter phage assay; Roadways thermoelectric generation; Salt flare rocket; Self-Sustainable Microbial-Enhanced Agrivoltaic System; Serum-free cultured meat; Shape memory modular robot; Sketch-based single electron transistor; Small modular reactor; Steady state microbunching imaging; Supercritical carbon dixide energy storage; Tail-sitter; Underwater Autonomous Macroalgae Energy Farm; Underwater laser cutting; Vortex combustion engine; Vortex tube engine; Vortex wind turbine; cyborg cockroach,51
Engineering and Technology,3-5 years,TECH_LEVEL_1,TRL 9 Innovators,66.67,Carbon sequestration,1
Engineering and Technology,3-5 years,TECH_LEVEL_2,TRL 9 Innovators,58.157,Biomass Gasification; Compressed air storage; Concentrating solar power; Environmental control and life support system; Geological sequestration; High hypersonic missile; Hypersonic weapon; Laser cannon; Rare earth barium copper oxide superconductor; Steam gasification; Supercritical steam cycle; Thermal concentrator,12
Engineering and Technology,3-5 years,TECH_LEVEL_3,TRL 9 Innovators,55.643,Agrivoltaic farming automation; Aviation fuel from biomass; CO2 Enhanced Oil Recovery 2.0; Cryogenic energy storage system; Home fuel cell; Hypersonic ballistic missile; Hypersonic ground-to-air interceptor; Intercepting laser weapon; Subsea separation and compression; Supercritical CO2 Injection; Ultra-supercritical steam cycle; Ultrasonic sound beam weapon; Underwater laser spectrometer; Urban wind turbine,14
Engineering and Technology,3-5 years,TECH_LEVEL_1,TRL 7-8 Early Adopters,62.95,Carbon dioxide removal; Space debris removal,2
Engineering and Technology,3-5 years,TECH_LEVEL_2,TRL 7-8 Early Adopters,68.64,360 display; 3D battery; Acoustic absorber; Acoustic lens; Agrivoltaic plant modification; Ammonia combustion; Assistive robot; Atmospheric satellite; Bio-inspired manufacturing; Breathable atmosphere maintenance; Chemical looping combustion carbon capture; Class 4 power system; Clean tech robot; Controlled environment agriculture for space; Controlled oxygen deprivation; Convertiplane; Deep ocean communication networks; Distributed autonomous manufacturing cells; Enzyme-based biosensor; Fungal bioremediation; Gravity gridometry; Hydrogen transportation; Laser-based temperature management; Medical robot; Multi-material printing; Nonlinear Metasurface; Nutrient delivery monitoring; Protein production; Quantum cryptography; Quantum magnetometry; Quantum simulator; Satellite refueling; Self-healing infrastructure systems; Soft robot; Space tug; Superconducting Waveguide; Transient energy harvester; Underwater laser sensing; VTOL; Virtual display; graphite extraction,41
Engineering and Technology,3-5 years,TECH_LEVEL_3,TRL 7-8 Early Adopters,66.005,3d printing drones; Atmospheric water mapping sensors; Automated insect farming system; Crop monitoring robot; Cultured meat cell cultivation; Dispersion-Engineered Photonic Crystal Waveguide; Fogponics; Hypersonic sound technology; Hyperspectral-Optimized Dynamic Agrivoltaic System; Iron redox flow battery; Kinetic Flooring; Microdisk laser; Mobile underwater positioning system; Organ-on-a-Chip; Photobiomodulation for cognitive enhancement; Photonic nozzle; Redox flow battery; Sea launch; Solar factory robots; Spin launch; Tulip wind turbine; Vibration energy harvesting floor; Wearable plant sensors; Zinc-air battery; autonomous laser weeder; industrial origami; iron-air battery,27
Engineering and Technology,3-5 years,TECH_LEVEL_1,TRL 9 Early Adopters,72.02,Battery recycling; Carbon capture; Erosion control; Hydrogen; Plasma Engineering; Post-harvest preservation,6
Engineering and Technology,3-5 years,TECH_LEVEL_1,TRL 9 Early Majority,73.33,Smart grid,1
Engineering and Technology,3-5 years,TECH_LEVEL_2,TRL 9 Early Adopters,67.049,AI Testing; Advanced solar energy systems; Agricultural robot; Agrivoltaics; Autonomous aerial vehicle; Concentrated solar power; DNA assembly; Deep cryogenic treatment; Disaster-resilient modular power systems; Enhanced oil recovery; Environmental Compressed Sensing Monitoring; Fuel cell; Gene sythesis; Grid energy storage; Grid-Edge Energy Storage; High altitude pseudo satellite; Hydrogen compression; In-situ printing; Ion laser; Laser weapon; Live cell imaging; Methanation; Microgrid; Motor immersive therapy; Nitrogen expansion cycles liquification; Nutrient delivery system; Nutrient sensor; Oil detection; On-demand manufacturing; Personal armor; Piezoelectric mechanical stress energy harvesting; Plasma Jet; Robot end effector; Robotic combat vehicle; Sensible heat energy storage; Service robot; Smart energy transmission; Smart metal fabrication; Soil mapping; Spacecraft collision avoidance; Therapeutic virtual reality; Thermal energy storage; Unmanned surface vehicle; Unmanned underwater vehicle; Urban hyperspectral imaging; Zero-energy building,46
Engineering and Technology,3-5 years,TECH_LEVEL_2,TRL 9 Early Majority,74.947,Industrialized machine learning; Satellite constellation; Virtual power Plant,3
Engineering and Technology,3-5 years,TECH_LEVEL_3,TRL 9 Early Adopters,69.551,Abyssal monitoring stations; Aerofoil energy; Aeroponics tower; Agricultural drone; Agrivoltaic light solutions; Animal health monitoring; Atmospheric balloon satellite; Autonomous tractor; Bioreactor for insect cultivation; Cold Atmospheric Plasma Device; Cryogenic FLNG storage; Deep ocean bioluminescence imaging systems; Electronic Bidet; Energy positive building; Erosion control monitoring and sensing; Field Emission Electric Propulsion thruster; Floating wind turbine; High-pressure aeroponics; Hydrogen Fuel Cell Electric Vehicle; Hydrogen train; Hydrogen vehicle; Hypersonic missile; Hypersonic warhead glider; Laser-based gas analyzer; Liquid air battery; Low-pressure aeroponics; Miniaturized NMR devices; Multi-junction solar cell; Plant remote network sensors; Portable mass spectrometers; Salinity sensor; Seeding robot; Seismic early warning arrays; Single cell DNA sequencing; Smart irrigation and drainage; Smartphone-based scientific instrumentation; Thermoelectric energy harvesting sensor; Thin-film solar cell; Tracking solar cell; Vanadium redox battery; Vertical-axis wind turbine; Whole body cryotherapy; Wildfire prediction and tracking systems; forecasting microclimate weather; pH sensor,45
Engineering and Technology,3-5 years,TECH_LEVEL_3,TRL 9 Early Majority,61.906,Battery energy storage systems; Bifacial solar panel; Cellular connected drones; Collaborative industrial robot; Dual-polarization radar; E-skateboard; Floating Liquefied Natural Gas; Hall effect thruster; Humidity sensor; Micro-irrigation system; Moisture sensor; Nanosatellite; Picking robot; Soil pH sensor,14
Engineering and Technology,5-7 years,TECH_LEVEL_1,TRL 3-4,66.67,Space elevator,1
Engineering and Technology,5-7 years,TECH_LEVEL_2,TRL 3-4,38.08,Rods of God,1
Engineering and Technology,5-7 years,TECH_LEVEL_1,TRL 5-6,57.21,Asteroid mining; Solar radiation management,2
Engineering and Technology,5-7 years,TECH_LEVEL_2,TRL 5-6,52.322,Acoustic Energy Harvesting Genetic Bioreactor; Atomtronic beam splitter; Atomtronic waveguide; Bio-Membrane Proton Battery; Brain cryopreservation technology; Cloud ionization tower; Deep ocean carbon sequestration systems; Electromagnetic pulse for cloud particle coalescence; Enzyme-Catalyzed Magnetic Target Fusion; Fission fragment rocket; Kinetic bombardment; Laser induced rainfall; Marine cloud brightening; Neutral particle beam; Nuclear photonic rocket; Petahertz Electronics; Photon rocket; Photon-pair radar; Photonic propulsion; Plasma magnet propulsion; Plasma projectile shielding; Plasma stealth; Plasma vortex engine; Precision-Controlled Ultrasonic Bioenergy Generator; Prethermal time crystal; Quantum engine; Quantum entanglement stealth technology detection; Saltwater tornado; StarTram; Tornado turbine; Underwater space launch,31
Engineering and Technology,5-7 years,TECH_LEVEL_3,TRL 5-6,44.845,Backpack helicopter; Metamaterial scattering cancellation cloaking; Microbial-Enhanced Carbon Electrode Proton Battery; Sonic nausea weapon; Transient rover components; Uranium redox flow battery,6
Engineering and Technology,5-7 years,TECH_LEVEL_2,TRL 5-6 Innovators,33.415,Molecular preservation of physical artifacts; Plasma weapon,2
Engineering and Technology,5-7 years,TECH_LEVEL_3,TRL 5-6 Innovators,73.497,Automated Aptamer-SELEX Energy Storage Optimization System; Integrated Photonics-Enhanced Enzymatic Carbon Battery; Polysulfide-bromide battery,3
Engineering and Technology,5-7 years,TECH_LEVEL_1,TRL 7-8,70.77,Ocean-Based Carbon Dioxide Removal,1
Engineering and Technology,5-7 years,TECH_LEVEL_2,TRL 7-8,62.018,3D battery; Acoustic cloaking device; Additive manufacture space habitat; Aerospace vortex propulsion engine; Air levitation rail; Air-bearing lift train; Atmospheric vortex engine; Atomtronic laser; Atomtronic memory; Beam-powered propulsion; Cloaking metamaterial; Enhanced Mineralization; Enzyme-Engineered Proton Battery; Fast-neutron molten salt reactor; Hydrogen plane; Kinetic launch; Laser Inertial Fusion Energy; Laser pushed lightsail; Maglev car; Magnetic Target Fusion; Magnetic confinement fusion; Magneto Hydrodynamic weapon; Mass driver; Metamaterial active cloaking; Micro-gravity agriculture; Microwave thermal thruster; Mini-magnetosphere; Nonlinear Metasurface; Nuclear thermal propulsion; Ocean-based Carbon Sequestration; Optogenetic-Enhanced Neural Network Bioreactors for Precision Energy Production; Optomechanical transistor; Particle-beam weapon; Photosynthetic Pathway Engineering for Direct Solar Energy Capture; Plasma based weaponry; Plasma direct energy weapon; Plasma radiation shielding; Plasmonic nanoradio; Proton Battery; Quantum illumination; Quantum simulator; Railgun-assisted orbital launch; Soft robot; Solar photon thruster; Sonic bullet; Sonic weapon; Space advanced life support food production; Space solar array; Space-based solar power; Space-borne agriculture; Stratospheric aerosol injection; Supersonic jet; Thermal vortex engine; Underwater laser sensing; Vortex engine; Weather modification technology,56
Engineering and Technology,5-7 years,TECH_LEVEL_3,TRL 7-8,57.176,Bi-Pb-Sn ternary alloy-based battery; Diamond battery; Enzyme-Engineered Triboelectric Pavement System; Fungi-Based Microrobots; Hydrodynamic vortex engine; Hydrogen gas gun launcher; Hydrothermal vent energy harvesting systems; Hypersonic rotating detonation engine; Integrated Photonics Macroalgae Energy Harvesting System; Lead-cooled accelerator-driven system; MHD-boosted missile; Magneto Hydrodynamic Explosive Munition; Microbial-Based Piezoelectric Pavement Energy Harvesting; Optomechanical phonon laser; Photonic laser thruster; Photonic nozzle; Pulse detonation engine; Satellite-blinding laser; Sea launch; Spin launch; Spintronic molecular transistor; Thermal neutron spectrum accelerator-driven system; Underwater Autonomous Macroalgae Energy Farm; Underwater laser weapon; Vibration energy harvesting floor,25
Engineering and Technology,5-7 years,TECH_LEVEL_2,TRL 7-8 Innovators,56.718,Acoustic Quantum Waveguide; Bio-hybrid robot; Plasma shielding; Steady state microbunching,4
Engineering and Technology,5-7 years,TECH_LEVEL_3,TRL 7-8 Innovators,76.032,Bio-Capacitive Agricultural Swarm Robots with Protein-Based Energy Storage; Carbon electrode proton battery; Hydrogen storage based proton battery; Microbial-Enhanced Lithium-Air Redox System; Protein-Complexed Zinc-Iron Flow Battery; Self-Sustaining Enzymatic Flow Battery,6
Engineering and Technology,5-7 years,TECH_LEVEL_1,TRL 9 Innovators,86.67,Space advanced life support systems,1
Engineering and Technology,5-7 years,TECH_LEVEL_2,TRL 9 Innovators,36.78,Coal liquefaction; Quiet supersonic flight,2
Engineering and Technology,5-7 years,TECH_LEVEL_3,TRL 9 Innovators,41.773,Anti- hypersonic missile interceptor; ETC gun; Microgravity protein crystals manufacturing,3
Engineering and Technology,5-7 years,TECH_LEVEL_1,TRL 7-8 Early Adopters,81.07,In-situ resource utilization,1
Engineering and Technology,5-7 years,TECH_LEVEL_2,TRL 7-8 Early Adopters,65.754,3D Compression for Space Exploration; Acoustic metamaterial sensor; Air-Breathing Electric Propulsion; Artificial rain; Atmosphere ionization; Atomtronic navigation; Atomtronic-based quantum sensor; Autonomous PAV; Bio-hybrid wind energy generation; Biohybrid microrobotics; Bioinorganic catalyst for artificial photosynthesis; Cleantech robot; Dynamic wireless power transfer; Electric armor; Electromagnetic Tether; Fluidic Modular Robot; Gene-Engineered Adaptive Bioreactor Arrays for Distributed Energy Generation; Hoverbike; Infrasound weapon; Laser thermal thruster; Magnet satellite propulsion; Metal-air battery; Muometric positioning system; Muometric wireless navigation system; Negative-refractive index metamaterial; Nonlinear Photonic Crystals; Optical rectenna; PAV; Pavement energy harvesting; Quantized Video Surveillance; Quantum application; Quantum environmental monitoring; Quantum hyperspectral imaging; Roadway energy storage; Tunable quantum waveguide; ultracold atom; variable tread technology,37
Engineering and Technology,5-7 years,TECH_LEVEL_3,TRL 7-8 Early Adopters,61.498,Agrivoltaic irrigation system; Airborne wind turbine; All-liquid metal battery; Ammonia engine; Balloon-based cloud seeding; Bio-electronic Pavement Energy Harvesting Matrix; Ca-Sb liquid metal battery; Circular Economy Agrivoltaic Bioconversion System; Cryogenic hydrogen compression; Cultured meat bioprocess scaleup; Digital twin of organ; Dish aerogenerator; Drone-based cloud seeding; Electric body armor; Electrostatic fog harvesting arrays; Enzyme-Catalyzed Zinc-Iron Flow Battery; Enzyme-Engineered Proton Flow Battery; Gene-engineered Photosynthetic Enhancement Agrivoltaics; Holograms for solar cells; Iron-oxide hydrogen storage; Jetpack; Lemon biobattery; Magnetic levitation wind turbine; Metal Hydride Hydrogen Compressor; Metamaterial plasmonic superlens; Mg-Sb liquid metal battery; Optogenetic photoswitchable Protein; Passing vehicle wind turbine; Piezoelectric floor tile; Pulsed inductive thruster; Quantum entanglement pollution detector; Ram accelarator; Roadways thermoelectric generation; Rotation heat pump; Salt flare rocket; Self-Sustainable Microbial-Enhanced Agrivoltaic System; Shape memory modular robot; Sketch-based single electron transistor; Steady state microbunching imaging; Subsea separation and compression; Tail-sitter; Transient drone; Transient underwater sensor; Vortex combustion engine; Vortex tube engine; Vortex wind turbine; Wind turbine with flexible blades; cyborg cockroach,48
Engineering and Technology,5-7 years,TECH_LEVEL_3,TRL 7-8 Early Majority,63.37,Mobile underwater positioning system; Wearable plant sensors,2
Engineering and Technology,5-7 years,TECH_LEVEL_1,TRL 9,67.4,Carbon dioxide removal,1
Engineering and Technology,5-7 years,TECH_LEVEL_1,TRL 9 Early Adopters,66.67,Carbon sequestration,1
Engineering and Technology,5-7 years,TECH_LEVEL_1,TRL 9 Early Majority,67.325,Battery recycling; Carbon capture; Erosion control; Plasma Engineering; Post-harvest preservation; Space debris removal,6
Engineering and Technology,5-7 years,TECH_LEVEL_2,TRL 9,69.13,Class 4 power system; Controlled environment agriculture for space; Convertiplane; Gravity gridometry; Hydrogen transportation; Quantum cryptography; Satellite refueling; Superconducting Waveguide; VTOL,9
Engineering and Technology,5-7 years,TECH_LEVEL_2,TRL 9 Early Adopters,58.581,Biomass Carbon Removal; Biomass Gasification; Compressed air storage; Concentrating solar power; Counter directed energy weapon; Direct Air Capture; Electrothermal-chemical propulsion; Environmental control and life support system; Flying taxi; Geological sequestration; Gravity Energy Storage; Gravity-based energy storage; High hypersonic missile; Hypersonic weapon; Laser cannon; Plasma propulsion; Rare earth barium copper oxide superconductor; Rotating detonation engine; Smart pavement; Solar sail; Steam gasification; Supercritical steam cycle; Thermal concentrator,23
Engineering and Technology,5-7 years,TECH_LEVEL_2,TRL 9 Early Majority,67.525,360 display; AI Testing; Acoustic absorber; Acoustic lens; Advanced solar energy systems; Agricultural robot; Agrivoltaic plant modification; Agrivoltaics; Ammonia combustion; Assistive robot; Atmospheric satellite; Autonomous aerial vehicle; Bio-inspired manufacturing; Breathable atmosphere maintenance; Chemical looping combustion carbon capture; Clean tech robot; Concentrated solar power; Controlled oxygen deprivation; DNA assembly; Deep cryogenic treatment; Deep ocean communication networks; Disaster-resilient modular power systems; Distributed autonomous manufacturing cells; Enhanced oil recovery; Environmental Compressed Sensing Monitoring; Enzyme-based biosensor; Fungal bioremediation; Gene sythesis; Grid energy storage; Grid-Edge Energy Storage; High altitude pseudo satellite; Hydrogen compression; In-situ printing; Ion laser; Ion thruster; Laser weapon; Laser-based temperature management; Live cell imaging; Medical robot; Methanation; Microgrid; Motor immersive therapy; Multi-material printing; Nutrient delivery monitoring; Nutrient delivery system; Nutrient sensor; Oil detection; On-demand manufacturing; Personal armor; Piezoelectric mechanical stress energy harvesting; Plasma Jet; Protein production; Quantum magnetometry; Robot end effector; Self-healing infrastructure systems; Sensible heat energy storage; Service robot; Smart energy transmission; Smart metal fabrication; Soil mapping; Space tug; Spacecraft collision avoidance; Therapeutic virtual reality; Thermal energy storage; Transient energy harvester; Unmanned surface vehicle; Unmanned underwater vehicle; Urban hyperspectral imaging; Virtual display; graphite extraction,70
Engineering and Technology,5-7 years,TECH_LEVEL_3,TRL 9,65.385,Crop monitoring robot; Cultured meat cell cultivation,2
Engineering and Technology,5-7 years,TECH_LEVEL_3,TRL 9 Early Adopters,56.758,Adaptive Robotic Walking Shoes; Agrivoltaic farming automation; Autonomous deep ocean mining robots; Aviation fuel from biomass; CO2 Enhanced Oil Recovery 2.0; Cryogenic energy storage system; Cryogenic hydrogen storage; Flexible perovskite-silicon PV; Home fuel cell; Hydrogen Internal Combustion Engine Vehicle; Hyper-velocity missile; Hypersonic ballistic missile; Hypersonic cruise missile; Hypersonic ground-to-air interceptor; Intercepting laser weapon; Membraneless redox flow battery; Oxygen combustion carbon capture; Reporter phage assay; Serum-free cultured meat; Small modular reactor; Supercritical CO2 Injection; Supercritical carbon dixide energy storage; Ultra-supercritical steam cycle; Ultrasonic sound beam weapon; Underwater laser cutting; Underwater laser spectrometer; Urban wind turbine,27
Engineering and Technology,5-7 years,TECH_LEVEL_3,TRL 9 Early Majority,69.362,3d printing drones; Aerofoil energy; Aeroponics tower; Agricultural drone; Agrivoltaic light solutions; Animal health monitoring; Atmospheric balloon satellite; Atmospheric water mapping sensors; Automated insect farming system; Autonomous tractor; Bioreactor for insect cultivation; Cold Atmospheric Plasma Device; Cryogenic FLNG storage; Dispersion-Engineered Photonic Crystal Waveguide; Electronic Bidet; Energy positive building; Erosion control monitoring and sensing; Floating wind turbine; Fluidized bed combustion; Fogponics; High-pressure aeroponics; Hypersonic missile; Hypersonic sound technology; Hyperspectral-Optimized Dynamic Agrivoltaic System; Iron redox flow battery; Kinetic Flooring; Laser-based gas analyzer; Liquid air battery; Low-pressure aeroponics; Microdisk laser; Miniaturized NMR devices; Organ-on-a-Chip; Photobiomodulation for cognitive enhancement; Plant remote network sensors; Portable mass spectrometers; Redox flow battery; Salinity sensor; Seeding robot; Seismic early warning arrays; Single cell DNA sequencing; Smart irrigation and drainage; Smartphone-based scientific instrumentation; Solar factory robots; Thermoelectric energy harvesting sensor; Thin-film solar cell; Tracking solar cell; Tulip wind turbine; Vanadium redox battery; Whole body cryotherapy; Wildfire prediction and tracking systems; Zinc-air battery; autonomous laser weeder; forecasting microclimate weather; industrial origami; iron-air battery; pH sensor,56
Engineering and Technology,7-10 years,TECH_LEVEL_2,TRL 3-4,52.7,Alcubierre drive,1
Engineering and Technology,7-10 years,TECH_LEVEL_2,TRL 5-6,61.583,Enzyme-Catalyzed Magnetic Target Fusion; Rods of God; StarTram,3
Engineering and Technology,7-10 years,TECH_LEVEL_2,TRL 5-6 Innovators,27.868,Plasma projectile shielding; Underwater space launch,2
Engineering and Technology,7-10 years,TECH_LEVEL_3,TRL 5-6 Innovators,53.33,Backpack helicopter,1
Engineering and Technology,7-10 years,TECH_LEVEL_1,TRL 7-8,60,Asteroid mining,1
Engineering and Technology,7-10 years,TECH_LEVEL_2,TRL 7-8,55.915,Atmosphere ionization; Brain cryopreservation technology; Fission fragment rocket; Infrasound weapon; Kinetic bombardment; Laser Inertial Fusion Energy; Laser pushed lightsail; Magnetic Target Fusion; Marine cloud brightening; Muometric positioning system; Nuclear photonic rocket; Photon rocket; Plasma based weaponry; Space-based solar power; Stratospheric aerosol injection; Tunable quantum waveguide,16
Engineering and Technology,7-10 years,TECH_LEVEL_3,TRL 7-8,55.852,Hydrothermal vent energy harvesting systems; Lemon biobattery; Uranium redox flow battery,3
Engineering and Technology,7-10 years,TECH_LEVEL_1,TRL 7-8 Innovators,54.42,Solar radiation management,1
Engineering and Technology,7-10 years,TECH_LEVEL_2,TRL 7-8 Innovators,56.432,Acoustic cloaking device; Aerospace vortex propulsion engine; Air levitation rail; Artificial gravity; Atmospheric vortex engine; Beam-powered propulsion; Cloud ionization tower; Deep ocean carbon sequestration systems; Electromagnetic pulse for cloud particle coalescence; Enzyme-Engineered Proton Battery; Laser induced rainfall; Maglev car; Magneto Hydrodynamic weapon; Microwave thermal thruster; Neutral particle beam; Nuclear thermal propulsion; Optogenetic-Enhanced Neural Network Bioreactors for Precision Energy Production; Optomechanical transistor; Particle-beam weapon; Petahertz Electronics; Photon-pair radar; Photonic propulsion; Photosynthetic Pathway Engineering for Direct Solar Energy Capture; Plasma direct energy weapon; Plasma magnet propulsion; Plasma stealth; Plasma vortex engine; Precision-Controlled Ultrasonic Bioenergy Generator; Prethermal time crystal; Quantum engine; Quantum entanglement stealth technology detection; Railgun-assisted orbital launch; Saltwater tornado; Solar photon thruster; Space solar array; Tornado turbine; Vortex engine,37
Engineering and Technology,7-10 years,TECH_LEVEL_3,TRL 7-8 Innovators,52.01,Bi-Pb-Sn ternary alloy-based battery; Fungi-Based Microrobots; Hydrodynamic vortex engine; Hydrogen-fueled scramjet; Integrated Photonics Macroalgae Energy Harvesting System; MHD-boosted missile; Metamaterial scattering cancellation cloaking; Microbial-Based Piezoelectric Pavement Energy Harvesting; Microbial-Enhanced Carbon Electrode Proton Battery; Photonic laser thruster; Pulse detonation engine; Sonic nausea weapon; Spintronic molecular transistor; Underwater laser weapon,14
Engineering and Technology,7-10 years,TECH_LEVEL_2,TRL 9 Innovators,59.642,Additive manufacture space habitat; Air-bearing lift train; Cloaking metamaterial; Fast-neutron molten salt reactor; Hydrogen plane; Metamaterial active cloaking; Plasmonic nanoradio; Quantum illumination; Sonic bullet; Sonic weapon; Space advanced life support food production; Supersonic jet; Weather modification technology,13
Engineering and Technology,7-10 years,TECH_LEVEL_3,TRL 9 Innovators,48.515,Diamond battery; Hypersonic rotating detonation engine; Lead-cooled accelerator-driven system; Magneto Hydrodynamic Explosive Munition; Satellite-blinding laser; Thermal neutron spectrum accelerator-driven system,6
Engineering and Technology,7-10 years,TECH_LEVEL_1,TRL 7-8 Early Adopters,70.77,Ocean-Based Carbon Dioxide Removal,1
Engineering and Technology,7-10 years,TECH_LEVEL_2,TRL 7-8 Early Adopters,60.445,Acoustic Energy Harvesting Genetic Bioreactor; Acoustic Quantum Waveguide; Atomtronic beam splitter; Atomtronic laser; Atomtronic memory; Atomtronic waveguide; Bio-Membrane Proton Battery; Bio-hybrid robot; Kinetic launch; Mass driver; Mini-magnetosphere; Molecular preservation of physical artifacts; Ocean-based Carbon Sequestration; Plasma radiation shielding; Plasma shielding; Plasma weapon; Proton Battery; Steady state microbunching; Thermal vortex engine,19
Engineering and Technology,7-10 years,TECH_LEVEL_3,TRL 7-8 Early Adopters,70.623,Automated Aptamer-SELEX Energy Storage Optimization System; Bio-Capacitive Agricultural Swarm Robots with Protein-Based Energy Storage; Carbon electrode proton battery; Enzyme-Engineered Triboelectric Pavement System; Hydrogen gas gun launcher; Integrated Photonics-Enhanced Enzymatic Carbon Battery; Microbial-Enhanced Lithium-Air Redox System; Optomechanical phonon laser; Polysulfide-bromide battery; Protein-Complexed Zinc-Iron Flow Battery; Self-Sustaining Enzymatic Flow Battery; Transient rover components,12
Engineering and Technology,7-10 years,TECH_LEVEL_2,TRL 7-8 Early Majority,63.814,Acoustic metamaterial sensor; Atomtronic-based quantum sensor; Quantized Video Surveillance; Quantum environmental monitoring; Quantum hyperspectral imaging,5
Engineering and Technology,7-10 years,TECH_LEVEL_3,TRL 7-8 Early Majority,62.318,Dish aerogenerator; Drone-based cloud seeding; Enzyme-Catalyzed Zinc-Iron Flow Battery; Enzyme-Engineered Proton Flow Battery; Passing vehicle wind turbine; Rotation heat pump; Subsea separation and compression; Transient drone; Transient underwater sensor; Wind turbine with flexible blades,10
Engineering and Technology,7-10 years,TECH_LEVEL_1,TRL 9,81.07,In-situ resource utilization,1
Engineering and Technology,7-10 years,TECH_LEVEL_1,TRL 9 Early Adopters,86.67,Space advanced life support systems,1
Engineering and Technology,7-10 years,TECH_LEVEL_1,TRL 9 Early Majority,73.58,Carbon dioxide removal; Carbon sequestration; Hydrogen,3
Engineering and Technology,7-10 years,TECH_LEVEL_2,TRL 9,64.89,Atomtronic navigation; Laser thermal thruster,2
Engineering and Technology,7-10 years,TECH_LEVEL_2,TRL 9 Early Adopters,54.318,Coal liquefaction; Enhanced Mineralization; Micro-gravity agriculture; Quiet supersonic flight; Space-borne agriculture,5
Engineering and Technology,7-10 years,TECH_LEVEL_2,TRL 9 Early Majority,65.925,3D Compression for Space Exploration; 3D battery; Air-Breathing Electric Propulsion; Artificial rain; Autonomous PAV; Bio-hybrid wind energy generation; Biohybrid microrobotics; Bioinorganic catalyst for artificial photosynthesis; Biomass Carbon Removal; Biomass Gasification; Class 4 power system; Cleantech robot; Compressed air storage; Concentrating solar power; Controlled environment agriculture for space; Convertiplane; Counter directed energy weapon; Direct Air Capture; Dynamic wireless power transfer; Electric armor; Electromagnetic Tether; Electrothermal-chemical propulsion; Environmental control and life support system; Fluidic Modular Robot; Flying taxi; Fuel cell; Gene-Engineered Adaptive Bioreactor Arrays for Distributed Energy Generation; Geological sequestration; Gravity Energy Storage; Gravity gridometry; Gravity-based energy storage; High hypersonic missile; Hoverbike; Hydrogen transportation; Laser cannon; Magnet satellite propulsion; Metal-air battery; Muometric wireless navigation system; Negative-refractive index metamaterial; Nitrogen expansion cycles liquification; Nonlinear Metasurface; Nonlinear Photonic Crystals; Optical rectenna; PAV; Pavement energy harvesting; Plasma propulsion; Quantum application; Quantum cryptography; Quantum simulator; Rare earth barium copper oxide superconductor; Roadway energy storage; Robotic combat vehicle; Rotating detonation engine; Satellite refueling; Smart pavement; Soft robot; Solar sail; Steam gasification; Superconducting Waveguide; Supercritical steam cycle; Thermal concentrator; Underwater laser sensing; VTOL; Zero-energy building; ultracold atom; variable tread technology,66
Engineering and Technology,7-10 years,TECH_LEVEL_3,TRL 9,43.88,Jetpack; Ram accelarator; Sketch-based single electron transistor; cyborg cockroach,4
Engineering and Technology,7-10 years,TECH_LEVEL_3,TRL 9 Early Adopters,54.638,Anti- hypersonic missile interceptor; ETC gun; Hydrogen storage based proton battery; Microgravity protein crystals manufacturing; Underwater Autonomous Macroalgae Energy Farm,5
